;user_id;sex;university;faculty;graduation_year;faculty_type;outMinTransactionTime;outMaxTransactionTime;outMinCost;outMaxCost;outSumCost;outTransactionsCount;outAvgCost;outMinGap;outMaxGap;outEndTime;outCategoriesCount;inMinTransactionTime;inMaxTransactionTime;inMinCost;inMaxCost;inSumCost;inTransactionsCount;inAvgCost;inMinGap;inMaxGap;inEndTime;inCategoriesCount;cash_acts;credits;bookmaker_in;bookmaker_out;bookmaker_delta;online_games_in;online_games_out;online_games_delta;target
10687;1003;Муж;УГТУ-УПИ;Институт радиоэлектроники и информационных технологий (ИРИТ-РтФ);2016;IT;2;35;10;2000;6970;15;464.667;0;9;2;5;21;35;20;2000;7250;8;906.25;0;5;2;3;5;0;0;0;0;0;2350;2350;82.1111
10688;1009;Муж;УлГТУ;Информационных систем и технологий;2016;IT;8;8;450;450;450;1;450.0;0;0;29;1;8;29;200;450;650;2;325.0;21;21;8;1;2;0;0;0;0;0;0;0;82.1111
10689;1022;;УГТУ (бывш. УИИ);Институт экономики, управления и информационных технологий (бывш. Институт экономики и управления, Факультет информационных технологий);2016;IT;7;26;10;2000;5920;24;246.667;1;5;11;3;7;18;200;1800;5600;9;622.222;0;8;19;2;5;0;0;0;0;0;0;0;82.1111
10690;1023;;СГУ им. Питирима Сорокина;Институт точных наук и информационных технологий;2014;IT;2;16;60;3300;21230;69;307.681;0;2;21;5;1;14;100;5500;20500;55;372.727;0;2;23;2;14;0;0;0;0;0;14700;14700;82.1111
10691;1041;Муж;СГУ им. Питирима Сорокина;Институт точных наук и информационных технологий;2016;IT;4;32;10;2000;5430;21;258.57099999999997;0;7;5;4;3;26;50;2200;9900;19;521.053;0;7;11;2;13;0;0;0;0;0;640;640;82.1111
10692;1044;;СГУ им. Питирима Сорокина;Институт точных наук и информационных технологий;2016;IT;32;32;20;20;20;1;20.0;0;0;5;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;20;20;82.1111
10693;1055;;ВлГУ им. А.Г. и Н.Г. Столетовых (ВлГУ и ВГГУ);Институт информационных технологий и радиоэлектроники (бывш. Информационных технологий, Радиофизики, электроники и медицинской техники ИИТ);2014;IT;5;5;90;90;90;1;90.0;0;0;32;1;5;5;90;90;90;1;90.0;0;0;32;1;1;0;0;0;0;0;90;90;82.1111
10694;1059;Муж;МГУ;Биоинженерии и биоинформатики;2018;IT;5;35;10;5000;27480;96;286.25;0;9;2;4;5;34;10;6300;27810;48;579.375;0;9;3;2;15;0;0;0;0;60;24320;24260;82.1111
10695;1065;;СГУ им. Питирима Сорокина;Институт точных наук и информационных технологий;2015;IT;8;8;10;10;10;1;10.0;0;0;29;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;82.1111
10696;1070;Жен;ИжГТУ (бывш. ИМИ);Информатики и вычислительной техники;2015;IT;2;36;20;700;1940;8;242.5;1;10;1;4;2;35;300;2000;4600;7;657.143;1;16;2;1;6;0;0;0;0;0;970;970;82.1111
10697;1076;;Воронежский ГАСУ;Экономики, менеджмента и информационных технологий;2015;IT;1;12;20;400;1320;9;146.667;1;6;25;2;1;6;100;400;1300;8;162.5;1;1;31;1;6;0;0;0;0;0;0;0;82.1111
10698;1079;;ЮУрГУ;Факультет компьютерных технологий, управления и радиоэлектроники (Приборостроительный) (до 2016 г.);2017;IT;8;8;350;350;350;1;350.0;0;0;29;1;8;8;350;350;350;1;350.0;0;0;29;1;1;0;0;0;0;0;0;0;82.1111
10699;1083;Муж;ЮУрГУ;Компьютерных технологий, управления и радиоэлектроники (Приборостроительный);2014;IT;1;24;10;300;870;8;108.75;0;14;13;3;1;11;60;600;1010;4;252.5;1;9;26;2;2;0;0;500;500;0;0;0;82.1111
10700;1092;;СПбГЭТУ (ЛЭТИ);Компьютерных технологий и информатики (ФКТИ, ФАВТ);2014;IT;5;5;60;60;60;1;60.0;0;0;32;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;82.1111
10701;1103;;ТТИ ЮФУ (бывш. ТРТУ, ТРТИ);Институт компьютерных технологий и информационной безопасности;2016;IT;13;13;40;40;40;1;40.0;0;0;24;1;7;7;40;40;40;1;40.0;0;0;30;1;0;0;0;0;0;0;0;0;82.1111
10702;1109;;ТвГТУ;Информационных технологий (Автоматизированных систем);2016;IT;3;8;150;1000;2800;13;215.385;1;1;29;1;3;8;150;1000;2800;13;215.385;1;1;29;1;6;0;0;0;0;0;2800;2800;82.1111
10703;1127;;УГТУ-УПИ;Институт радиоэлектроники и информационных технологий (ИРИТ-РтФ);2014;IT;14;14;200;200;200;1;200.0;0;0;23;1;14;14;200;200;200;1;200.0;0;0;23;1;1;0;0;0;0;0;200;200;82.1111
10704;1149;;ВолгГТУ;Автоматизированных систем, транспорта и вооружений (бывш. Автоматизированных систем и технологической информатики (Машиностроительный), Транспортных комплексов и систем вооружения (Автотракторный));2015;IT;7;9;200;700;1100;11;100.0;1;1;28;1;4;9;50;800;1050;8;131.25;2;3;28;1;3;0;0;0;0;0;0;0;82.1111
10705;1154;Муж;ВГПУ;Математики, информатики и физики;2017;IT;1;27;10;900;6610;58;113.96600000000001;0;11;10;4;1;10;40;1000;6240;20;312.0;0;1;27;3;13;0;0;0;0;0;3090;3090;82.1111
10706;1161;Муж;ЮРГТУ (НПИ);Информационных технологий и управления;2017;IT;11;36;10;17700;72480;197;367.91900000000004;0;2;1;10;11;33;50;15000;71550;72;993.75;0;1;4;5;27;0;23250;33400;10150;0;10840;10840;82.1111
10707;1164;Муж;ТГПИ;Физики, математики, информатики (бывш. Физико-математический, Информатики и управления);2014;IT;27;27;2000;2000;2000;1;2000.0;0;0;10;1;27;27;2100;2100;2100;1;2100.0;0;0;10;1;1;0;0;0;0;0;0;0;82.1111
10708;1173;Муж;ТТИ ЮФУ (бывш. ТРТУ, ТРТИ);Институт компьютерных технологий и информационной безопасности;2017;IT;3;30;10;1200;2020;6;336.667;0;11;7;3;3;30;100;1200;2050;4;512.5;4;17;7;1;4;0;0;0;0;0;1800;1800;82.1111
10709;1181;;ТюмГУ;Институт математики и компьютерных наук (ИМиКН);2015;IT;35;35;9300;9300;9300;2;4650.0;0;0;2;1;0;0;0;0;0;0;0.0;0;0;37;0;0;1;0;0;0;0;0;0;82.1111
10710;1188;Муж;ДГТУ (бывш. РИСХМ);Автоматизации и информатики (до 2008);2015;IT;25;34;40;4500;19800;106;186.792;0;1;3;5;25;34;300;5100;19700;21;938.095;1;1;3;1;10;0;0;0;0;0;0;0;82.1111
10711;1190;;ЮФУ (бывш. РГУ);Институт математики, механики и компьютерных наук (бывш. Механико-математический);2015;IT;9;17;10;1200;1460;5;292.0;0;6;20;3;9;11;200;1200;1400;3;466.667;2;2;26;1;2;0;0;0;0;0;0;0;82.1111
10712;1198;Муж;СПбГУТ им. Бонч-Бруевича;Инфокоммуникационных сетей и систем (СС, СК и ВТ + МТС);2016;IT;1;34;50;500;3750;15;250.0;0;22;3;5;1;27;500;800;3600;8;450.0;1;22;10;2;6;0;0;0;0;0;0;0;82.1111
10713;1203;Муж;СПбГУТ им. Бонч-Бруевича;Инфокоммуникационных сетей и систем (СС, СК и ВТ + МТС);2016;IT;2;30;50;4900;14790;23;643.043;1;10;7;2;3;20;400;5000;13300;13;1023.08;1;6;17;2;8;0;0;0;0;0;14700;14700;82.1111
10714;1209;;ЮЗГУ (КурскГТУ);Фундаментальной и прикладной информатики;2017;IT;4;14;10;300;560;3;186.667;4;6;23;2;4;8;250;300;550;2;275.0;4;4;29;1;2;0;0;0;0;0;0;0;82.1111
10715;1210;;ЮЗГУ (КурскГТУ);Фундаментальной и прикладной информатики;2016;IT;2;21;10;2000;4510;36;125.27799999999999;0;8;16;3;8;13;100;1700;3650;9;405.556;0;2;24;2;6;0;0;0;0;0;0;0;82.1111
10716;1214;;БГТУ им. Шухова;Институт энергетики, информационных технологий и управляющих систем (бывш. ИИТУС и ЭИ);2015;IT;6;6;1000;1000;1000;1;1000.0;0;0;31;1;6;6;1000;1000;1000;1;1000.0;0;0;31;1;1;0;0;0;0;0;0;0;82.1111
10717;1228;;РГППУ;Институт инженерно-педагогического образования (бывш. Машиностроительный, Электроэнергетики и информатики);2016;IT;4;13;10;400;560;3;186.667;3;6;24;2;4;7;150;400;550;2;275.0;3;3;30;1;2;0;0;0;0;0;0;0;82.1111
10718;1238;;МГУ;Биоинженерии и биоинформатики;2015;IT;1;7;10;500;510;2;255.0;6;6;30;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;500;500;0;0;0;82.1111
10719;1256;Муж;МГУ;Вычислительной математики и кибернетики;2016;IT;5;34;30;500;2960;56;52.8571;1;6;3;2;5;34;50;600;3030;56;54.1071;1;9;3;1;18;0;0;0;0;0;2930;2930;82.1111
10720;1261;;СПбГУТ им. Бонч-Бруевича;Инфокоммуникационных сетей и систем (СС, СК и ВТ + МТС);2017;IT;1;14;10;18000;25210;8;3151.25;1;7;23;2;1;7;100;18000;25200;8;3150.0;1;2;30;1;6;1;0;0;0;0;0;0;82.1111
10721;1262;;БГТУ (Военмех);Информационных и управляющих систем (И);2015;IT;5;20;10;200;560;4;140.0;3;6;17;2;5;14;150;200;550;3;183.333;3;6;23;1;3;0;0;0;0;0;0;0;82.1111
10722;1278;Муж;СПбГУТ им. Бонч-Бруевича;Информационных систем и технологий;2016;IT;2;22;100;5500;13300;14;950.0;0;6;15;4;3;26;100;6200;7500;5;1500.0;4;10;11;1;4;0;0;0;0;0;1500;1500;82.1111
10723;1284;Муж;ВГУЭС (бывш. ДВТИ);Институт информатики, инноваций и бизнес-систем;2017;IT;1;32;10;700;12680;99;128.08100000000002;0;2;5;3;1;32;150;900;12300;56;219.643;1;2;5;1;28;0;0;0;0;0;1040;1040;82.1111
10724;1314;;КНИТУ (бывш. КГТУ, КХТИ);Институт управления, автоматизации и информационных технологий;2015;IT;18;18;1500;1500;1500;1;1500.0;0;0;19;1;18;18;1500;1500;1500;1;1500.0;0;0;19;1;1;0;0;0;0;0;0;0;82.1111
10725;1316;Муж;ГУУ;Институт информационных систем;2018;IT;1;35;10;4400;50010;267;187.303;0;2;2;8;1;34;300;7000;49100;79;621.519;1;2;3;1;30;0;0;0;0;0;3320;3320;82.1111
10726;1327;;КФУ (бывш. КГУ им. Ульянова-Ленина);Институт вычислительной математики и информационных технологий (бывш. ФВМК);2015;IT;1;18;10;80;540;48;11.25;0;6;19;4;1;10;10;200;690;11;62.7273;0;4;27;3;6;0;0;0;0;0;0;0;82.1111
10727;1328;Муж;КФУ (НФ);Отделение энергетики и информатизации;2018;IT;1;36;10;1000;4310;22;195.90900000000002;1;7;1;4;1;36;50;1000;3700;13;284.615;1;12;1;1;12;0;0;0;0;0;3650;3650;82.1111
10728;1337;;ВГТУ (бывш. ВПИ);Информационных технологий и компьютерной безопасности (бывш. Естественно-гуманитарный);2016;IT;6;12;20;1000;1020;2;510.0;6;6;25;2;6;6;1000;1000;1000;1;1000.0;0;0;31;1;1;0;0;0;0;0;0;0;82.1111
10729;1340;;МГУ;Биоинженерии и биоинформатики;2017;IT;2;23;10;500;1900;8;237.5;1;11;14;3;2;17;100;500;1900;7;271.42900000000003;1;6;20;1;6;0;0;0;0;0;900;900;82.1111
10730;1341;;НИУ ВШЭ (ГУ-ВШЭ);Бизнеса и менеджмента (Бизнес-информатики, Логистики, Менеджмента);2015;IT;1;8;500;33600;95600;9;10622.2;0;6;29;2;1;2;20000;29000;49000;4;12250.0;1;1;35;1;2;0;0;0;0;0;0;0;82.1111
10731;1365;Муж;ННГУ им. Лобачевского;Вычислительной математики и кибернетики;2016;IT;6;27;10;700;2880;29;99.3103;0;6;10;2;6;27;10;1000;2970;23;129.13;1;6;10;2;11;0;0;0;0;0;2460;2460;82.1111
10732;1368;;ННГУ им. Лобачевского;Вычислительной математики и кибернетики;2014;IT;8;10;40;800;1490;6;248.333;0;1;27;3;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;40;40;82.1111
10733;1369;;НГТУ им. Алексеева;Институт радиоэлектроники и информационных технологий;2018;IT;1;29;10;800;1950;8;243.75;1;7;8;2;1;12;100;800;1250;4;312.5;4;7;25;1;3;0;0;0;0;0;1750;1750;82.1111
10734;1371;Муж;НГПУ им. Козьмы Минина;Естественных, математических и компьютерных наук;2015;IT;19;27;10;2000;4010;3;1336.67;2;6;10;2;19;27;2100;2100;4200;3;1400.0;8;8;10;1;2;0;0;0;0;0;0;0;82.1111
10735;1400;Муж;МГУ;Биоинженерии и биоинформатики;2015;IT;3;35;150;17000;132400;21;6304.76;1;5;2;2;4;35;150;17300;134450;20;6722.5;1;7;2;2;16;1;0;0;0;0;0;0;82.1111
10736;1415;;НГТУ им. Алексеева;Институт радиоэлектроники и информационных технологий;2014;IT;8;9;1600;3000;4600;2;2300.0;1;1;28;1;8;9;1700;3000;4700;2;2350.0;1;1;28;1;2;1;0;0;0;0;0;0;82.1111
10737;1418;Муж;ВлГУ им. А.Г. и Н.Г. Столетовых (ВлГУ и ВГГУ);Институт информационных технологий и радиоэлектроники (бывш. Информационных технологий, Радиофизики, электроники и медицинской техники ИИТ);2014;IT;4;32;10;350;970;7;138.571;0;17;5;4;20;27;350;2000;2350;2;1175.0;7;7;10;1;2;0;0;0;0;0;200;200;82.1111
10738;1419;;ВлГУ им. А.Г. и Н.Г. Столетовых (ВлГУ и ВГГУ);Институт информационных технологий и радиоэлектроники (бывш. Информационных технологий, Радиофизики, электроники и медицинской техники ИИТ);2015;IT;1;34;20;1200;10860;70;155.143;0;10;3;8;1;18;40;1900;10750;28;383.92900000000003;0;4;19;4;13;0;0;0;0;0;620;620;82.1111
10739;1425;Муж;МГУ;Биоинженерии и биоинформатики;2018;IT;25;31;10;250;290;6;48.3333;0;5;6;2;25;25;300;300;300;2;150.0;0;0;12;1;1;0;0;0;0;0;250;250;82.1111
10740;1426;;МЭСИ;Институт компьютерных технологий;2014;IT;1;16;30;1000;3020;10;302.0;0;11;21;6;1;9;30;1100;3330;7;475.714;0;4;28;3;3;0;0;100;100;0;1000;1000;82.1111
10741;1450;;СГУГиТ (бывш. СГГА);Институт кадастра и природопользования (Кадастра и геоинформационных систем);2018;IT;3;9;10;200;210;2;105.0;6;6;28;2;3;3;200;200;200;1;200.0;0;0;34;1;1;0;0;0;0;0;0;0;82.1111
10742;1457;;СНИУ (бывш. СГАУ им. Королева);Информатики (6);2014;IT;4;15;200;7100;12400;31;400.0;0;1;22;3;4;13;300;7200;11500;9;1277.78;1;3;24;1;7;0;0;0;0;0;0;0;82.1111
10743;1459;Муж;КГТУ-КАИ им. Туполева;Институт компьютерных технологий и защиты информации (Технической кибернетики и информатики);2017;IT;6;33;60;1400;3360;10;336.0;0;10;4;4;6;23;300;1500;3400;9;377.778;1;6;14;1;5;0;0;0;0;0;1800;1800;82.1111
10744;1463;Муж;КГТУ-КАИ им. Туполева;Институт компьютерных технологий и защиты информации (Технической кибернетики и информатики);2016;IT;1;32;10;1600;11080;96;115.417;0;11;5;7;1;21;60;2400;10720;34;315.29400000000004;0;3;16;3;16;0;0;0;0;0;2890;2890;82.1111
10745;1469;Муж;СибГИУ (СМИ, СибГГМА);Информационных технологий;2015;IT;1;36;10;2100;3640;14;260.0;1;10;1;2;11;17;50;2200;2450;5;490.0;1;5;20;1;3;0;0;0;0;0;2990;2990;82.1111
10746;1476;Муж;МГУ;Биоинженерии и биоинформатики;2015;IT;23;36;30;500;1430;4;357.5;3;7;1;2;23;29;450;500;1450;3;483.333;3;3;8;1;3;0;0;0;0;0;0;0;82.1111
10747;1479;Муж;ТулГУ;Институт прикладной математики и компьютерных наук (бывш. Кибернетики, Механико-математический);2017;IT;17;35;100;10000;79750;101;789.6039999999999;0;1;2;6;17;35;500;13700;61200;59;1037.29;0;6;2;3;4;0;51100;29200;-21900;0;400;400;82.1111
10748;1480;;ТулГУ;Институт прикладной математики и компьютерных наук (бывш. Кибернетики, Механико-математический);2015;IT;11;19;200;1100;1600;3;533.3330000000001;1;7;18;1;11;19;250;1200;1750;3;583.3330000000001;1;7;18;1;3;0;0;0;0;0;0;0;82.1111
10749;1487;;ВлГУ им. А.Г. и Н.Г. Столетовых (ВлГУ и ВГГУ);Институт информационных технологий и радиоэлектроники (бывш. Информационных технологий, Радиофизики, электроники и медицинской техники ИИТ);2015;IT;1;15;20;2900;8670;12;722.5;0;9;22;5;1;13;800;2600;6400;6;1066.67;1;9;24;2;4;0;0;0;0;0;2000;2000;82.1111
10750;1488;;ТвГТУ;Информационных технологий (Автоматизированных систем);2016;IT;3;28;10;2500;18650;60;310.83299999999997;0;6;9;12;3;18;10;4000;15220;20;761.0;0;2;19;2;13;1;0;90;90;0;4200;4200;82.1111
10751;1494;Муж;СТИ НИТУ МИСиС;Автоматизации и информационных технологий;2014;IT;3;31;10;3200;11250;18;625.0;0;9;6;5;8;31;50;3300;11900;19;626.316;0;9;6;2;13;0;0;0;0;0;500;500;82.1111
10752;1504;;СПбГТИ (ТУ);Механический (бывш. Инженерно-кибернетический);2014;IT;3;17;20;2700;4970;13;382.30800000000005;0;6;20;3;3;3;5000;5000;5000;1;5000.0;0;0;34;1;1;0;0;0;0;0;0;0;82.1111
10753;1531;Жен;СПбГЭУ (ранее ФИНЭК, ИНЖЭКОН, СПбГУСЭ);Информатики и прикладной математики;2015;IT;8;33;80;600;2530;17;148.82399999999998;0;6;4;3;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;930;930;82.1111
10754;1532;;НГУ;Новых информационных технологий;2015;IT;36;36;350;350;350;4;87.5;0;0;1;1;36;36;8200;8200;8200;5;1640.0;0;0;1;1;1;0;0;0;0;0;0;0;82.1111
10755;1546;Муж;КГТУ-КАИ им. Туполева;Институт компьютерных технологий и защиты информации (Технической кибернетики и информатики);2017;IT;2;27;10;6000;16510;11;1500.91;1;11;10;2;13;27;1000;6000;16500;10;1650.0;1;4;10;1;8;0;0;0;0;0;0;0;82.1111
10756;1547;Муж;КГТУ-КАИ им. Туполева;Институт компьютерных технологий и защиты информации (Технической кибернетики и информатики);2018;IT;18;32;10;1500;3350;9;372.222;0;6;5;5;18;18;2000;2000;2000;1;2000.0;0;0;19;1;1;0;0;0;0;0;1400;1400;82.1111
10757;1554;;СГТУ им. Ю.А. Гагарина (бывш. СПИ);Международный факультет прикладных информационных технологий (бывш. МОЦ);2015;IT;1;1;10;10;10;1;10.0;0;0;36;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;82.1111
10758;1561;;УлГТУ;Информационных систем и технологий;2014;IT;1;7;10;40;50;2;25.0;6;6;30;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;82.1111
10759;1565;Муж;МГУ;Биоинженерии и биоинформатики;2018;IT;3;27;40;22800;71610;18;3978.33;1;6;10;3;3;27;1400;23200;72900;16;4556.25;1;12;10;1;9;1;0;0;0;0;0;0;82.1111
10760;1570;Муж;КФУ (бывш. КГУ им. Ульянова-Ленина);Институт вычислительной математики и информационных технологий (бывш. ФВМК);2014;IT;1;32;10;7800;21110;31;680.9680000000001;0;6;5;8;1;16;600;1200;2800;6;466.667;3;12;21;2;3;1;0;0;0;0;6530;6530;82.1111
10761;1581;;ГУУ;Институт информационных систем;2018;IT;1;17;10;100;410;11;37.2727;1;6;20;2;1;11;50;100;400;10;40.0;1;4;26;1;5;0;0;0;0;0;400;400;82.1111
10762;1587;Муж;ЮРГТУ (НПИ);Информационных технологий и управления;2014;IT;1;34;10;3300;12320;29;424.82800000000003;0;9;3;4;1;34;250;3300;12350;22;561.364;1;10;3;1;12;0;0;0;0;0;9550;9550;82.1111
10763;1588;;ЮФУ (бывш. РГУ);Институт математики, механики и компьютерных наук (бывш. Механико-математический);2018;IT;4;16;250;3200;6450;5;1290.0;5;7;21;2;4;4;1000;1000;1000;1;1000.0;0;0;33;1;0;0;0;0;0;0;0;0;82.1111
10764;1592;Муж;ЮФУ (бывш. РГУ);Институт математики, механики и компьютерных наук (бывш. Механико-математический);2015;IT;1;20;30;9000;19630;25;785.2;0;6;17;7;1;24;80;11300;19430;12;1619.17;0;16;13;4;7;0;0;0;0;0;900;900;82.1111
10765;1608;Жен;СГА;Информатика и вычислительная техника;2017;IT;1;24;2000;2600;8700;6;1450.0;1;21;13;2;1;24;2000;2600;8800;6;1466.67;1;21;13;1;4;0;0;0;0;0;6700;6700;82.1111
10766;1611;Муж;МФПУ «Синергия» (бывш. МФПА, ММИЭИФП);Информационных технологий;2015;IT;7;35;10;6200;50910;133;382.782;0;3;2;9;7;35;90;6200;55790;100;557.9;0;3;2;5;13;0;0;0;0;0;4740;4740;82.1111
10767;1612;;МГУП (печати) (бывш. МГАП, МПИ);Институт принтмедиа и информационных технологий;2014;IT;6;6;3000;3000;3000;1;3000.0;0;0;31;1;6;6;3000;3000;3000;1;3000.0;0;0;31;1;1;1;0;0;0;0;0;0;82.1111
10768;1614;;МГТУ Станкин;Информационных технологий и систем управления;2018;IT;1;22;30;2400;14680;49;299.592;0;4;15;2;1;19;30;1800;7880;28;281.42900000000003;1;4;18;2;12;0;0;0;0;0;13480;13480;82.1111
10769;1615;Жен;МГУ;Вычислительной математики и кибернетики;2017;IT;3;27;100;3000;5300;5;1060.0;2;20;10;2;4;27;100;3000;5100;3;1700.0;2;21;10;2;2;0;0;0;0;0;0;0;82.1111
10770;1621;Муж;Университет машиностроения (МАМИ);Институт базовых компетенций (бывш. Общегуманитарный, Гуманитарно-экономический институт им. B. C. Черномырдина);2014;IT;1;36;30;4700;29430;31;949.355;0;6;1;5;1;36;200;5000;29800;26;1146.15;1;6;1;1;17;0;0;0;0;0;15200;15200;82.1111
10771;1625;;МИРЭА;Институт кибернетики;2015;IT;1;22;100;7700;13450;12;1120.83;0;9;15;5;11;11;800;800;800;1;800.0;0;0;26;1;0;0;0;0;0;0;1800;1800;82.1111
10772;1626;;МФПУ «Синергия» (бывш. МФПА, ММИЭИФП);Информационных технологий;2017;IT;2;18;10;6100;10110;4;2527.5;4;6;19;3;2;18;2000;6200;8200;2;4100.0;16;16;19;1;2;1;0;0;0;0;0;0;82.1111
10773;1630;;МИРЭА;Институт кибернетики;2014;IT;11;22;150;1900;2850;4;712.5;1;10;15;1;22;22;3800;3800;3800;1;3800.0;0;0;15;1;0;0;3800;2850;-950;0;0;0;82.1111
10774;1639;Муж;МГУ;Биоинженерии и биоинформатики;2017;IT;26;32;20;200;470;9;52.2222;0;1;5;2;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;82.1111
10775;1640;;НИЯУ МИФИ;Кибернетики и информационной безопасности (КиБ);2015;IT;1;11;50;1500;7930;34;233.235;0;2;26;3;2;10;400;2200;6200;8;775.0;1;3;27;1;6;0;0;0;0;0;0;0;82.1111
10776;1643;;НИЯУ МИФИ;Кибернетики и информационной безопасности (КиБ);2017;IT;1;9;20;1500;3920;6;653.3330000000001;0;6;28;3;3;3;1000;1000;1000;1;1000.0;0;0;34;1;1;0;0;0;0;0;800;800;82.1111
10777;1644;Муж;МГОПИ;Информатики;2018;IT;1;36;10;7400;57180;447;127.919;0;3;1;16;1;35;100;4000;25050;93;269.355;0;3;2;3;30;0;0;200;200;0;60;60;82.1111
10778;1661;;МГИУ;Институт экономики и управления (Экономики, менеджмента и информационных технологий);2015;IT;1;9;50;2200;9470;21;450.952;0;1;28;3;1;8;50;2200;9450;11;859.091;1;1;29;1;8;1;0;0;0;0;470;470;82.1111
10779;1663;;МИРЭА;Институт информационных технологий;2016;IT;8;17;10;24400;51410;7;7344.29;1;7;20;2;8;10;12000;14800;53400;4;13350.0;0;1;27;2;0;1;0;0;0;0;0;0;82.1111
10780;1665;Муж;МГУ;Вычислительной математики и кибернетики;2014;IT;22;33;10;1000;2890;13;222.308;0;6;4;3;23;27;50;1100;2800;12;233.333;1;1;10;1;5;0;0;0;0;0;1830;1830;82.1111
10781;1678;;НИУ ВШЭ (ГУ-ВШЭ);Бизнеса и менеджмента (Бизнес-информатики, Логистики, Менеджмента);2016;IT;16;16;300;300;300;1;300.0;0;0;21;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;82.1111
10782;1680;;МГУ;Биоинженерии и биоинформатики;2016;IT;5;13;50;100;350;4;87.5;1;6;24;2;6;13;50;200;250;3;83.3333;7;7;24;1;2;0;0;0;0;0;150;150;82.1111
10783;1682;;МИЭТ;Электроники и компьютерных технологий;2016;IT;22;33;10;350;560;3;186.667;3;8;4;3;22;22;600;600;600;1;600.0;0;0;15;1;1;0;0;0;0;0;0;0;82.1111
10784;1690;;ТвГТУ;Информационных технологий (Автоматизированных систем);2017;IT;32;32;50;50;50;1;50.0;0;0;5;1;32;32;50;50;50;1;50.0;0;0;5;1;0;0;0;0;0;0;0;0;82.1111
10785;1692;;МГУ;Биоинженерии и биоинформатики;2015;IT;6;6;10;10;10;1;10.0;0;0;31;1;9;9;1000;1000;1000;1;1000.0;0;0;28;1;1;0;0;0;0;0;0;0;82.1111
10786;1704;;БГТУ им. Шухова;Институт энергетики, информационных технологий и управляющих систем (бывш. ИИТУС и ЭИ);2014;IT;5;14;200;800;1600;4;400.0;1;6;23;2;5;14;200;800;1600;4;400.0;1;6;23;1;4;0;0;0;0;0;450;450;82.1111
10787;1715;;МГУП (печати) (бывш. МГАП, МПИ);Институт принтмедиа и информационных технологий;2014;IT;1;11;10;11300;29560;40;739.0;0;6;26;4;1;5;500;10000;29500;10;2950.0;0;2;32;4;6;0;7500;26100;18600;0;0;0;82.1111
10788;1718;Муж;НИЯУ МИФИ;Кибернетики и информационной безопасности (КиБ);2014;IT;1;32;40;26100;90380;72;1255.28;0;2;5;9;1;16;300;12000;53500;29;1844.83;0;5;21;4;12;1;0;0;0;0;10700;10700;82.1111
10789;1720;;МГСУ НИУ (МГСУ-МИСИ);Институт экономики, управления и информационных систем в строительстве и недвижимости (Экономики, управления и менеджмента в строительстве, Информационных систем, технологий и автоматизации в строительстве);2014;IT;3;15;50;500;640;3;213.333;5;7;22;2;3;15;50;500;640;3;213.333;5;7;22;1;3;0;0;0;0;0;140;140;82.1111
10790;1731;Муж;МГУ;Биоинженерии и биоинформатики;2016;IT;24;31;60;10000;16000;12;1333.33;0;2;6;5;24;31;600;10000;16400;11;1490.91;1;3;6;1;5;0;0;0;0;0;450;450;82.1111
10791;1732;;РГСУ;Информационных технологий и техносферной безопасности (бывш. ФИТ, ФОТиОС);2014;IT;5;5;30;30;30;1;30.0;0;0;32;1;0;0;0;0;0;0;0.0;0;0;37;0;0;0;0;0;0;0;0;0;82.1111
10792;1734;;МГУП (печати) (бывш. МГАП, МПИ);Институт принтмедиа и информационных технологий;2018;IT;1;9;10;1700;5380;36;149.444;0;6;28;4;1;3;1300;1700;4600;17;270.58799999999997;1;1;34;1;3;0;0;0;0;0;770;770;82.1111
10793;1751;Муж;МГУ;Биоинженерии и биоинформатики;2017;IT;13;25;100;1000;1100;2;550.0;12;12;12;1;13;25;100;1000;1100;2;550.0;12;12;12;1;2;0;0;0;0;0;1100;1100;82.1111
10794;1753;Муж;МТУСИ;Информационные технологии;2014;IT;1;33;20;14000;204580;177;1155.82;0;6;4;10;1;18;700;17500;83300;29;2872.41;0;3;19;2;16;1;0;0;0;0;80100;80100;82.1111
10795;1757;Муж;МГУТУ (бывш. МГТА, МГЗИПП, ВЗИПП);Институт управления и информатизации;2017;IT;12;36;10;1400;19380;103;188.155;0;7;1;11;12;35;100;3200;26600;51;521.569;0;5;2;3;20;0;100;600;500;0;110;110;82.1111
10796;1760;;МИРЭА;Институт информационных технологий;2015;IT;2;18;10;3400;6930;19;364.73699999999997;0;6;19;5;4;12;1000;4000;7000;5;1400.0;1;5;25;1;4;0;0;0;0;0;0;0;82.1111
